,principal component 1,principal component 2
54,-0.19365501631057327,-1.6307058945923276
55,-0.3964412694083193,-1.2388133895588544
56,0.12145011177007066,-1.6235390674078856
57,-0.227112697953973,-1.6168669423950275
58,0.16059908299619738,-1.1434029990623789
59,0.337881477234442,-1.094427171274866
60,-0.38932951735639204,-0.5821082695863468
61,-0.17304010715775472,-1.5500617647421313
62,0.2575889876697973,-1.9732704270062964
63,-0.16104230228388158,-1.0312894114553464
64,0.5771759290568763,-1.2817555014608257
65,-0.2943519293080714,-0.8741970356080027
66,-0.20122645634277034,-1.5603075173383663
67,-0.27616064095570314,-0.9710324761148765
68,0.06257754252121536,-1.4671968142314933
69,-0.019719355420793297,-0.8585870394848859
70,-0.23448228782154273,-1.26384921508845
71,5.339703539931153,-1.3634613771197686
72,-0.499824155674762,-0.6543467838603854
73,0.40587701982870333,-1.801376971641918
74,-0.4222382921498985,-1.0124423764819113
75,21.344983182931117,2.5071767332464483
76,4.704167979814742,-1.018323229691045
77,-0.5007918102704686,-0.5307792704603698
78,0.10483153295332155,-0.9787678566917843
79,-0.06249325505881085,-0.6642120641354264
80,-0.333470665076489,-0.30215537692330874
81,-0.48309278038108794,-0.15331358376077958
82,4.714721351480094,-0.7025319105692481
83,0.34197597754108305,0.18940432039264302
84,-0.23993792129324196,-1.3488525654037298
85,0.09633155741929723,-1.4113861385476838
86,0.09179260321586408,-0.9786020723968317
87,0.08624944222331879,-1.7731903465921262
88,2.1506017241787854,0.50031320416037
89,-0.39450332168363117,-0.4369297915016272
90,0.5267277076668309,-1.5994020871564
91,-0.3701850919448784,-0.527136753081486
92,-0.47318025720125395,-0.31295572873526717
93,2.7439568481496366,-0.7792528307080989
94,-0.3174803044073101,-1.4362319304534499
95,0.2465954810748673,-1.5083324442056867
96,-0.4773500730308903,-0.24083244690133396
97,0.005185881306926147,-1.2971050990150073
98,1.4024896435730514,-0.37518818415319954
99,-0.23235849810061052,-0.32975394655527407
100,-0.39288158833413556,-0.45540366133972604
101,0.4515246536394375,-1.6130864101238793
102,-0.33028448333903593,-0.8763384977514398
103,1.6346215224713174,-0.9572891135447361
104,-0.34449632313236517,-0.5553558691061856
105,-0.26229168457915203,-1.0522948735354543
106,-0.06738256751915676,-0.9933141936106091
107,-0.14779567995047496,-0.5170520239831338
108,-0.1808061526405847,0.05114582628572989
109,-0.2567003161737614,-0.8067124632487249
110,3.9196355230700926,-0.7296219345829096
111,2.190577577999739,-0.9373749124497451
112,-0.40385958285108475,-0.5642032716270455
113,-0.4920965506260598,-0.5284870918139934
114,23.53677253406782,2.9390568861798183
115,3.253908357082492,-0.4474970610607886
116,0.1673529370356993,-1.5927488722287106
117,-0.3256893990352039,-0.828891665428144
118,1.2981024307139792,-1.353381537089097
119,-0.3151362024639206,-0.41904588290334643
120,-0.2360580258230237,-1.3805226935739199
121,3.493279565634052,-0.036062400838112366
122,0.9046677789945836,-0.9430227943150333
123,-0.05627657874001427,-0.6686351768277708
124,-0.37198100691369096,-0.8196520656276073
125,0.11103380601380336,-1.3009159981499467
126,-0.9390093450097954,1.4916983439075255
127,-0.8152155635899968,0.7687552404545174
128,-0.7236348565149329,0.20089757133301522
129,-0.8774359614847337,1.130637311973069
130,-0.9063708537920102,1.3020500339151837
131,-0.8118889522233951,0.7699013411056043
132,-0.6984993441409568,0.04565278295418304
133,-0.7857826225413959,0.5796647324948342
134,-0.6976940780695431,0.13475366130300032
135,-0.8417556257653118,0.8885976162191307
136,-0.7596697785944493,0.6202605179557754
137,-0.8624108844567255,1.0268490261297203
138,-0.785417285112969,0.5797563373766159
139,-0.6769278931586453,-0.110081883441604
140,-0.9050062442547399,1.285053222918442
141,-0.7936009380110104,0.7203502674001263
142,-0.8446418799711326,0.9058282843230564
143,-0.8314561083644054,1.0662062150025264
144,-0.8147613975040281,0.7338739887729929
145,-0.8280490478354402,0.8726619883221344
146,-0.9162537246279642,1.496508658329087
147,-0.8953160531429126,1.2516249425650672
148,-0.899381068925867,1.2506294129582607
149,-0.8324786327559334,0.8725742659152838
150,-0.8758386930064422,1.1664131672118834
151,-0.9088878051078706,1.3552885049369718
152,-0.8555362387568322,1.0097473113468438
153,-0.890546623071529,1.1990197976913264
154,-0.8361622665436353,0.8718745884465108
155,-0.9440236918590295,1.5440003887890463
156,-0.8380875997271482,0.9778530326577353
157,-0.8383606745468705,0.8889204012845264
158,-0.8890356770188866,1.3055943150758575
159,-0.8175077753775758,0.7511188755650977
160,-0.8357677682634393,0.8542635260726011
161,-0.8925856325373693,1.1986261842379016
162,-0.5169207999151624,0.7185084457700469
163,-0.8228282539380994,0.8034639683178509
164,-0.831868547859948,0.9765677030157729
165,-0.8786860960716717,1.3223880616360195
166,-0.8324895981924042,0.976400470327251
167,-0.7335688946397537,0.4093753444232009
168,-0.651110292167343,0.6943075414933582
169,-0.8062487413525651,0.8389896479931799
170,-0.6989590575875927,0.20270104128600033
171,-0.7565333239845115,0.5290699903165825
172,-0.7163641508260091,0.3060095728253558
173,-0.7348252346070782,0.4267611788338819
174,-0.7423596763183821,0.4252183759822361
175,-0.8681048985924992,1.2184325423840712
176,-1.0255207191034015,2.20090553033966
177,-0.823354706854267,0.924887657288221
178,-0.9070423101104428,1.4417583135017316
179,-0.7273367801830555,0.374955455378122
180,-0.6709304517473815,-0.005179331382881544
181,-0.76306519149163,0.5813150804592724
182,-0.6624013880663201,-0.05684696913300832
183,-0.7622749615254343,0.5636276458579352
184,-0.8961429220503929,1.513922821649292
185,-0.8020761244242951,0.8583153473822903
186,-0.8382262411137875,1.0286665181300274
187,-0.8793644827880356,1.28725211572864
188,-0.7691388931000935,0.6156627237870331
189,-0.7032800636905281,0.44733650218474696
190,-0.8683873236768466,1.2536447737101089
191,-0.7483748809931818,0.4950003825928435
192,-1.0765919062078433,2.4751057109921004
193,-0.7577289218067088,0.6002255699385517
194,-1.0279103146504156,2.217903245952679
195,-0.8290315014569707,0.9946926831697244
196,-0.6110313509180906,0.06129963557006255
197,-0.7418147616009211,0.4253430864954404
198,-0.8582788428116352,1.1491699724141053
199,-0.9471355098583337,1.6828140954358257
200,-0.09720739405133438,0.9004140123323874
201,-0.5984789001780886,0.41994008696427565
202,-0.8017504706773468,0.9469251614559319
203,-0.8037994267978503,1.0177237832813402
204,-0.857503967354908,1.3625795183730562
205,-0.7737485045639647,0.9354843927549328
206,-0.9678196955276909,1.9631754337335376
207,-0.6798134905843917,0.7765038618222014
208,-0.833434517679815,1.1897647037346393
209,-0.5840501209853582,-0.32572556137741304
210,-0.8044684889799453,1.0534313950979117
211,-0.7564043139148702,0.7246334715519009
212,-0.5840956359983116,-0.3436071922537163
213,-0.7146204011107539,1.2340050021220124
214,-0.9526527661730071,1.9130526394588523
215,-0.7265527120858744,0.5887136447909046
216,-0.7526117766850999,0.6722384958418662
217,-0.7732079789440768,0.7747363882928326
218,-0.8755175951019725,1.6622478557245934
219,-0.7685037409031451,0.7400671966483526
220,-0.757027305010349,0.6712404293441796
221,-0.9883693788080459,2.1013894201724965
222,-0.8014559343777085,0.9469857877828985
223,-0.6353978496346924,1.1628485010491394
224,-0.81947103301838,1.139448378392078
225,-0.9399075842777062,1.7908606977672783
226,-0.8982765169039711,1.568057532937231
227,-0.7991922755884963,0.9296383666245883
228,-0.7661915588084544,0.9180717079957995
229,-1.1771065153256468,3.2731401688288906
230,-0.8539066106918369,1.2921049188356115
231,-0.8423803259150349,1.2055863708230359
232,-1.0220963992025707,2.325899188333127
233,-1.1705076196170412,3.238862729817988
234,-0.8257632677976751,1.1557563746535098
235,-0.5514031625101643,0.28865419590164143
236,-0.7074338359415409,0.5925907604917475
237,-1.1175319327450794,2.875967571791764
238,-0.946065466435871,1.825216840778579
239,0.0666598132378228,1.0839471891585852
240,-0.8796652501279181,1.980550302297338
241,-0.6912676397999322,0.38237580787799397
242,-0.6869215723187835,0.5842153743253702
243,-0.7025268025428857,0.7771621358219681
244,-0.883384666824955,1.8078351378658832
245,-0.7631652999108124,1.0135052934538558
246,-0.6630509858554352,1.5182456104508548
247,-0.7937163972259088,1.4528753772991139
248,-0.9211551573651903,2.013512477285831
249,-0.8561211014606042,1.59973030237056
